:START_ID,:END_ID,relation,concepts,synsets,:TYPE
no span-masking variant,trivially correct triples,results in,[],[],Relation
trivially correct triples,Validit yScore,increase,[],[],Relation
no span-masking completions,poorer coverage and loss of fine-grained details,lead to,[],[],Relation
disabling H-GAT,substantial decrease in accuracy,causes,[],[],Relation
removing dropout or H-GAT,acceptance and increases rejections,lowers,[],[],Relation
GraphMERT KG,ontology violations than LLM KG,has fewer,[],[],Relation
LLM KG,relation directions and categories,misuses,[],[],Relation
seed KG,GraphMERT training,is required by,[],[],Relation
seed KG,relation vocabulary scope,provides,[],[],Relation
helper LLM,occasional incompleteness in triple tails,introduces,[],[],Relation
GraphRAG evaluation,KG signal with backbone model knowledge,conflates,[],[],Relation
future work,relation-aware retrieval and graph-level metrics,includes,[],[],Relation
proposed textual chain graphs,semantic and syntactic information,encode,[],[],Relation
GraphMERT architecture,encoder-only transformer with graph attention,unifies,[],[],Relation
neural-KG integration,a key step toward domain-specific superintelligence,is argued to be,[],[],Relation
limitations of GraphMERT,dependence on seed KG and fixed relation set,include,[],[],Relation
limitations of GraphMERT,prioritization of frequent entities over rare ones,include,[],[],Relation
planned improvements,unifying entity spellings and token-level selection,involve,[],[],Relation
planned improvements,direct multi-token span prediction in semantic space,involve,[],[],Relation
Disabling dropout leads to overfitting on the seed KG vocabulary,there are less diverse tails,because,[],[],Relation
Training with a no-span MLM/MNM objective produces simpler tail completions,each individual candidate is not well aligned with the others,because,[],[],Relation
The full GraphMERT KG configuration achieves the highest performance,the full model achieves the best results,as a result,[],[],Relation
The variant without span-masking performs slightly worse,the full model achieves the best results,after,[],[],Relation
Removal of either dropout or H-GAT leads to a substantial decrease in accuracy,their importance for robust performance is underscored,as a result,[],[],Relation
Removing dropout or H-GAT lowers acceptance and increases rejections,the full model FActScore* is the highest,as a result,[],[],Relation
GraphMERT without span-masking reaches the same FActScore* in the 'Context and General truth' case,the full model FActScore* is the highest,at the same time,[],[],Relation
"GraphMERT without span-masking achieves the best acceptance (69.4% yes, 10.2% no)",the KG obtained from this variant tends to be populated with trivially correct triples,because,[],[],Relation
The KG from the no-span-masked variant is populated with trivially correct triples,there is a higher rate of successful tail completion: 188k against 140k with span masking,as a result,[],[],Relation
"Such short, obvious facts pass a validity check",they manifest in a higher ValidityScore,as a result,[],[],Relation
No-span-masked completions lack nuance and granularity provided by span masking,they produce poorer coverage and a loss of fine-grained domain details,as a result,[],[],Relation
This trade-off stresses the importance of evaluating KGs both at the graph and triple levels,simplicity of triples can hide poorer coverage and loss of domain details,because,[],[],Relation
We advise employing token-level MLM/MNM,the simplicity of triples from no-span masking is a limitation in some cases,because,[],[],Relation
GraphMERT yields higher factuality and validity of triples than LLM-based KG extraction,GraphMERT preserves ontology fidelity better than LLM KGs,as a result,[],[],Relation
GraphMERT generally employs relations correctly and preserves biomedical categories,the GraphMERT KG has far fewer ontology violations and hews closer to UMLS,as a result,[],[],Relation
The GraphMERT KG vocabulary is more conservative,the seed KG's limited scope tends to restate head tokens and mimic tautological triples,because,[],[],Relation
We attribute the difference in factuality and validity of triples to the usage of semantic relation embeddings,embeddings move predictions toward ontology-aligned ones,because,[],[],Relation
Triple-level error analysis shows GraphMERT may extract incomplete and vague but often domain-appropriate tails,LLMs usually produce diverse tails but frequently misuse or reverse the direction of relations,at the same time,[],[],Relation
Our graph-level evaluation may conflate the KG signal with backbone model knowledge under GraphRAG,GraphRAG blends KG information with model knowledge and does not isolate KG contribution,because,[],[],Relation
Future work will include graph-level metrics that isolate the contribution of KGs,we address the current conflation caused by GraphRAG,after,[],[],Relation
The main limitation of GraphMERT is its reliance on the seed KG,running the framework requires a high-quality seed with 100-1000 examples per relation,because,[],[],Relation
"Once training is complete, the relation set is fixed",adding new relations requires retraining,as a result,[],[],Relation
GraphMERT depends on a helper LLM for tail combination,this introduces occasional incompleteness in the extracted triple tails,as a result,[],[],Relation
GraphMERT tends to prioritize frequent entities,it can potentially overlook rare but meaningful entities,as a result,[],[],Relation
We plan to extend GraphMERT to direct multi-token span prediction in the semantic space,this will reduce reliance on the helper LLM for tail token combining,because,[],[],Relation
We plan to conduct more rigorous graph-level evaluations,GraphRAG often blends KG information with model knowledge and may not retrieve the most relevant subgraph,because,[],[],Relation
Disabling dropout leads to overfitting on the seed KG vocabulary,dropout,is participated by,[],[],Relation
Disabling dropout leads to overfitting on the seed KG vocabulary,seed KG vocabulary,is participated by,[],[],Relation
Disabling dropout leads to overfitting on the seed KG vocabulary,GraphMERT,is participated by,[],[],Relation
Training with a no-span MLM/MNM objective produces simpler tail completions,no-span MLM/MNM objective,is participated by,[],[],Relation
Training with a no-span MLM/MNM objective produces simpler tail completions,tail completions,is participated by,[],[],Relation
Training with a no-span MLM/MNM objective produces simpler tail completions,GraphMERT,is participated by,[],[],Relation
The full GraphMERT KG configuration achieves the highest performance,full GraphMERT KG configuration,is participated by,[],[],Relation
